"scenario","year","hwp"
"7: NBS with organic farming",2019,12691911.7387349
"7: NBS with organic farming",2020,13876427.1745408
"7: NBS with organic farming",2021,13693253.586372
"7: NBS with organic farming",2022,13622316.4424628
"7: NBS with organic farming",2023,13553965.7135036
"7: NBS with organic farming",2024,13524003.8527018
"7: NBS with organic farming",2025,13485088.686768
"7: NBS with organic farming",2026,12458867.5829654
"7: NBS with organic farming",2027,12396605.820815
"7: NBS with organic farming",2028,12571714.7886926
"7: NBS with organic farming",2029,12647121.2097458
"7: NBS with organic farming",2030,12589590.7812108
"7: NBS with organic farming",2031,12470507.8106882
"7: NBS with organic farming",2032,12401393.7134038
"7: NBS with organic farming",2033,12332441.1561223
"7: NBS with organic farming",2034,12369997.9098827
"7: NBS with organic farming",2035,12059470.0417669
"7: NBS with organic farming",2036,10588035.7408695
"7: NBS with organic farming",2037,10550954.5407349
"7: NBS with organic farming",2038,10514316.9392634
"7: NBS with organic farming",2039,11624050.3572782
"7: NBS with organic farming",2040,11670851.6115431
"7: NBS with organic farming",2041,11474685.5569453
"7: NBS with organic farming",2042,11435022.2441954
"7: NBS with organic farming",2043,11392113.2829633
"7: NBS with organic farming",2044,11493517.1500979
"7: NBS with organic farming",2045,11739088.0913798
"7: NBS with organic farming",2046,10192745.1669783
"7: NBS with organic farming",2047,10166755.7312958
"7: NBS with organic farming",2048,10134970.8012631
"7: NBS with organic farming",2049,10188397.8370936
"7: NBS with organic farming",2050,9436459.79144311
"7: NBS with organic farming",2051,9368845.83198446
"7: NBS with organic farming",2052,9371277.07527142
"7: NBS with organic farming",2053,9371277.07527142
"7: NBS with organic farming",2054,9459273.9061326
"7: NBS with organic farming",2055,9884794.3643099
"7: NBS with organic farming",2056,8235471.45760969
"7: NBS with organic farming",2057,8238311.89253662
"7: NBS with organic farming",2058,8238311.89253662
"7: NBS with organic farming",2059,12368413.1614131
"7: NBS with organic farming",2060,12537172.1453791
"7: NBS with organic farming",2061,12853386.0153778
"7: NBS with organic farming",2062,12884845.4847877
"7: NBS with organic farming",2063,12884845.4847877
"7: NBS with organic farming",2064,13878026.7716587
"7: NBS with organic farming",2065,14042546.7744609
"7: NBS with organic farming",2066,11546272.8153222
"7: NBS with organic farming",2067,11572659.7544801
"7: NBS with organic farming",2068,11572659.7544801
"7: NBS with organic farming",2069,11537617.1142634
"7: NBS with organic farming",2070,13939713.9759025
"7: NBS with organic farming",2071,13922916.0425064
"7: NBS with organic farming",2072,14126345.6947279
"7: NBS with organic farming",2073,14126345.6947279
"7: NBS with organic farming",2074,14101225.5269064
"7: NBS with organic farming",2075,16851591.791075
"7: NBS with organic farming",2076,14869977.410136
"7: NBS with organic farming",2077,14884684.0142488
"7: NBS with organic farming",2078,14884684.0142488
"7: NBS with organic farming",2079,17611392.3636889
"7: NBS with organic farming",2080,23093127.8326383
"7: NBS with organic farming",2081,23095508.1484618
"7: NBS with organic farming",2082,23227958.3400363
"7: NBS with organic farming",2083,23227958.3400363
"7: NBS with organic farming",2084,23163378.7481842
"7: NBS with organic farming",2085,21550934.953051
"7: NBS with organic farming",2086,21551225.6277799
"7: NBS with organic farming",2087,21660942.0454457
"7: NBS with organic farming",2088,21660942.0454457
"7: NBS with organic farming",2089,21548566.2748387
"7: NBS with organic farming",2090,21609851.8813589
"7: NBS with organic farming",2091,21822070.6674238
"7: NBS with organic farming",2092,22803432.6164427
"7: NBS with organic farming",2093,23151979.1731143
"7: NBS with organic farming",2094,22048879.1544761
"7: NBS with organic farming",2095,23042832.4399768
"7: NBS with organic farming",2096,23042833.4597298
"7: NBS with organic farming",2097,23103449.5191785
"7: NBS with organic farming",2098,23252278.9940771
"7: NBS with organic farming",2099,20562900.4836163
"7: NBS with organic farming",2100,12239724.5170973
"8: NBS extra",2015,8313734.42168548
"8: NBS extra",2016,12456478.918239
"8: NBS extra",2017,12456478.918239
"8: NBS extra",2018,12459326.3558453
"8: NBS extra",2019,12691911.7387349
"8: NBS extra",2020,13876427.1745408
"8: NBS extra",2021,13693253.586372
"8: NBS extra",2022,13622316.4424628
"8: NBS extra",2023,13553965.7135036
"8: NBS extra",2024,13524003.8527018
"8: NBS extra",2025,13485088.686768
"8: NBS extra",2026,12458867.5829654
"8: NBS extra",2027,12396605.820815
"8: NBS extra",2028,12571714.7886926
"8: NBS extra",2029,12647121.2097458
"8: NBS extra",2030,12589590.7812108
"8: NBS extra",2031,12470507.8106882
"8: NBS extra",2032,12401393.7134038
"8: NBS extra",2033,12332441.1561223
"8: NBS extra",2034,12369997.9098827
"8: NBS extra",2035,12059470.0417669
"8: NBS extra",2036,10588035.7408695
"8: NBS extra",2037,10550954.5407349
"8: NBS extra",2038,10514316.9392634
"8: NBS extra",2039,11624050.3572782
"8: NBS extra",2040,11670851.6115431
"8: NBS extra",2041,11474685.5569453
"8: NBS extra",2042,11435022.2441954
"8: NBS extra",2043,11392113.2829633
"8: NBS extra",2044,11493517.1500979
"8: NBS extra",2045,11739088.0913798
"8: NBS extra",2046,10192745.1669783
"8: NBS extra",2047,10166755.7312958
"8: NBS extra",2048,10134970.8012631
"8: NBS extra",2049,10188397.8370936
"8: NBS extra",2050,9436459.79144311
"8: NBS extra",2051,9368845.83198446
"8: NBS extra",2052,9371277.07527142
"8: NBS extra",2053,9371277.07527142
"8: NBS extra",2054,9459273.9061326
"8: NBS extra",2055,9884764.45459626
"8: NBS extra",2056,8235441.54789605
"8: NBS extra",2057,8238281.98282298
"8: NBS extra",2058,8238281.98282298
"8: NBS extra",2059,12368383.2516995
"8: NBS extra",2060,12537200.1660582
"8: NBS extra",2061,12853414.0360569
"8: NBS extra",2062,12884873.5054668
"8: NBS extra",2063,12884873.5054668
"8: NBS extra",2064,13878054.7923378
"8: NBS extra",2065,14042659.4868554
"8: NBS extra",2066,11546385.5277168
"8: NBS extra",2067,11572772.4668746
"8: NBS extra",2068,11572772.4668746
"8: NBS extra",2069,11537715.4943966
"8: NBS extra",2070,13939637.3055012
"8: NBS extra",2071,13922839.3721051
"8: NBS extra",2072,14126269.0243266
"8: NBS extra",2073,14126269.0243266
"8: NBS extra",2074,14100982.3057436
"8: NBS extra",2075,16851415.9454778
"8: NBS extra",2076,14869801.5645387
"8: NBS extra",2077,14884508.1686515
"8: NBS extra",2078,14884508.1686515
"8: NBS extra",2079,17611158.2006143
"8: NBS extra",2080,23092759.2332719
"8: NBS extra",2081,23095139.5490954
"8: NBS extra",2082,23227589.7406699
"8: NBS extra",2083,23227589.7406699
"8: NBS extra",2084,23163221.673227
"8: NBS extra",2085,21550907.27696
"8: NBS extra",2086,21551197.951689
"8: NBS extra",2087,21660914.3693548
"8: NBS extra",2088,21660914.3693548
"8: NBS extra",2089,21548591.4798501
"8: NBS extra",2090,21609877.0863703
"8: NBS extra",2091,21822095.8724351
"8: NBS extra",2092,22803457.8214541
"8: NBS extra",2093,23151974.4684121
"8: NBS extra",2094,22048849.2447625
"8: NBS extra",2095,23042802.5302632
"8: NBS extra",2096,23042803.5500162
"8: NBS extra",2097,23103419.6094649
"8: NBS extra",2098,23252307.0147562
"8: NBS extra",2099,20562928.5042954
"8: NBS extra",2100,12239752.5377764
