"scenario","year","gwp_t"
"4: Widespread Engagement",2037,44.1740724386935
"4: Widespread Engagement",2038,42.4184040901315
"4: Widespread Engagement",2039,40.310446987863
"4: Widespread Engagement",2040,39.5747379157554
"4: Widespread Engagement",2041,38.3157984616304
"4: Widespread Engagement",2042,36.5433758468899
"4: Widespread Engagement",2043,34.8853684794407
"4: Widespread Engagement",2044,32.9270068693343
"4: Widespread Engagement",2045,31.0023613729234
"4: Widespread Engagement",2046,29.617789178784
"4: Widespread Engagement",2047,26.7758695068565
"4: Widespread Engagement",2048,25.0854576206737
"4: Widespread Engagement",2049,23.0833672922213
"4: Widespread Engagement",2050,21.1873093244458
"4: Widespread Engagement",2051,20.3945032140239
"4: Widespread Engagement",2052,19.251275025838
"4: Widespread Engagement",2053,18.117342456498
"4: Widespread Engagement",2054,16.8030422841393
"4: Widespread Engagement",2055,15.6641021566245
"4: Widespread Engagement",2056,15.9432600350547
"4: Widespread Engagement",2057,14.0657746206563
"4: Widespread Engagement",2058,13.4721173333855
"4: Widespread Engagement",2059,12.7140580227523
"4: Widespread Engagement",2060,15.3247900731443
"4: Widespread Engagement",2061,15.8801639853624
"4: Widespread Engagement",2062,16.7887193534806
"4: Widespread Engagement",2063,17.3857661423912
"4: Widespread Engagement",2064,17.9148058808272
"4: Widespread Engagement",2065,19.9535245502763
"4: Widespread Engagement",2066,21.1959647594333
"4: Widespread Engagement",2067,19.9970326051755
"4: Widespread Engagement",2068,20.9561442997751
"4: Widespread Engagement",2069,21.7425539072248
"4: Widespread Engagement",2070,22.7206827139041
"4: Widespread Engagement",2071,25.3101237507238
"4: Widespread Engagement",2072,26.2472441407765
"4: Widespread Engagement",2073,27.3603452715793
"4: Widespread Engagement",2074,28.2734976677921
"4: Widespread Engagement",2075,29.5315372350495
"4: Widespread Engagement",2076,32.2022555771934
"4: Widespread Engagement",2077,31.6693842106496
"4: Widespread Engagement",2078,32.8490486336084
"4: Widespread Engagement",2079,33.853748043476
"4: Widespread Engagement",2080,37.2832175926521
"4: Widespread Engagement",2081,41.5574880580671
"4: Widespread Engagement",2082,42.678339404217
"4: Widespread Engagement",2083,44.4427719377333
"4: Widespread Engagement",2084,45.9664148675051
"4: Widespread Engagement",2085,47.4627092943071
"4: Widespread Engagement",2086,47.4665914990413
"4: Widespread Engagement",2087,48.2675262063941
"4: Widespread Engagement",2088,49.1322442451752
"4: Widespread Engagement",2089,49.9933592534065
"4: Widespread Engagement",2090,50.8337430293139
"4: Widespread Engagement",2091,51.5522421828104
"4: Widespread Engagement",2092,51.9681074108688
"4: Widespread Engagement",2093,53.0753224860536
"4: Widespread Engagement",2094,54.1896539767627
"4: Widespread Engagement",2095,52.9713688856842
"4: Widespread Engagement",2096,53.417748070421
"4: Widespread Engagement",2097,53.3692755294543
"4: Widespread Engagement",2098,53.1854664593136
"4: Widespread Engagement",2099,53.4605744691969
"4: Widespread Engagement",2100,51.2187264077811
"5: NBS",2015,59.4356711184398
"5: NBS",2016,59.9314395057763
"5: NBS",2017,63.0869967037195
"5: NBS",2018,63.4684028255559
"5: NBS",2019,64.0827195971022
"5: NBS",2020,65.2157423412377
"5: NBS",2021,65.2255235575206
"5: NBS",2022,63.6374795495496
"5: NBS",2023,62.1528132954789
"5: NBS",2024,60.5403342047639
"5: NBS",2025,58.8602880149086
"5: NBS",2026,56.9906963802228
"5: NBS",2027,55.057488941134
"5: NBS",2028,53.6596710505424
"5: NBS",2029,52.0674409947053
"5: NBS",2030,50.5556310912499
"5: NBS",2031,48.5830701185676
"5: NBS",2032,47.0113454913652
"5: NBS",2033,45.4507212759398
"5: NBS",2034,43.6885245201755
"5: NBS",2035,42.1362119481436
"5: NBS",2036,40.13989891083
"5: NBS",2037,36.9560352465882
"5: NBS",2038,34.6642987141907
"5: NBS",2039,32.0497603128777
"5: NBS",2040,30.6409538528866
"5: NBS",2041,29.3414798307216
"5: NBS",2042,27.533007750949
"5: NBS",2043,25.826907806834
"5: NBS",2044,23.8447772569886
"5: NBS",2045,21.7835791346744
"5: NBS",2046,20.3602900166463
"5: NBS",2047,17.540693434721
"5: NBS",2048,15.7910794937261
"5: NBS",2049,13.757156380376
"5: NBS",2050,11.3216742682369
"5: NBS",2051,9.83340793573143
"5: NBS",2052,8.47940842290335
"5: NBS",2053,7.06703595988865
"5: NBS",2054,5.51688926466665
"5: NBS",2055,4.05860342780228
"5: NBS",2056,4.18829551782398
"5: NBS",2057,2.34454376233962
"5: NBS",2058,1.62959113747587
"5: NBS",2059,0.77939603347586
"5: NBS",2060,2.88266289669967
"5: NBS",2061,3.45515360736905
"5: NBS",2062,4.3372757427849
"5: NBS",2063,4.92389612086557
"5: NBS",2064,5.45332449611815
"5: NBS",2065,7.41925539248002
"5: NBS",2066,8.70378264577216
"5: NBS",2067,7.6821872310707
"5: NBS",2068,8.69603724101994
"5: NBS",2069,9.54979516472896
"5: NBS",2070,10.6621411294389
"5: NBS",2071,13.7436961605088
"5: NBS",2072,14.790745653815
"5: NBS",2073,16.0698761794899
"5: NBS",2074,17.1335481534016
"5: NBS",2075,18.5984697733116
"5: NBS",2076,21.896785016079
"5: NBS",2077,21.766542339861
"5: NBS",2078,23.1833401635312
"5: NBS",2079,24.3996478706304
"5: NBS",2080,27.8075237180907
"5: NBS",2081,33.2286164284036
"5: NBS",2082,34.5964240812615
"5: NBS",2083,36.659535337056
"5: NBS",2084,38.3958853753418
"5: NBS",2085,40.163477176547
"5: NBS",2086,40.1084073008321
"5: NBS",2087,41.0730710837862
"5: NBS",2088,42.0449478954278
"5: NBS",2089,42.9593595529899
"5: NBS",2090,43.920568821279
"5: NBS",2091,44.3876959782656
"5: NBS",2092,44.8055482351847
"5: NBS",2093,45.8026775290493
"5: NBS",2094,46.8746918492461
"5: NBS",2095,45.6875205237005
"5: NBS",2096,46.5942295317688
"5: NBS",2097,46.5374688978071
"5: NBS",2098,46.332428387002
"5: NBS",2099,46.6174602655777
"5: NBS",2100,44.6433494316603
"6: NBS with biomass crops",2015,59.4356711184398
"6: NBS with biomass crops",2016,59.9314395057763
"6: NBS with biomass crops",2017,63.0869967037195
"6: NBS with biomass crops",2018,63.4684028255559
"6: NBS with biomass crops",2019,64.0827195971022
"6: NBS with biomass crops",2020,65.2135446329043
"6: NBS with biomass crops",2021,65.2082683481621
"6: NBS with biomass crops",2022,63.6066653677525
"6: NBS with biomass crops",2023,62.1094602715516
"6: NBS with biomass crops",2024,60.4853521105891
"6: NBS with biomass crops",2025,58.7860772556567
"6: NBS with biomass crops",2026,56.8503584218918
"6: NBS with biomass crops",2027,54.8570341842011
"6: NBS with biomass crops",2028,53.4033565301405
"6: NBS with biomass crops",2029,51.7590478394661
"6: NBS with biomass crops",2030,50.1908601067112
"6: NBS with biomass crops",2031,48.1220249626477
"6: NBS with biomass crops",2032,46.4614978835934
"6: NBS with biomass crops",2033,44.8177768377544
"6: NBS with biomass crops",2034,42.9775592830019
"6: NBS with biomass crops",2035,41.3514587694554
"6: NBS with biomass crops",2036,39.2853594331342
"6: NBS with biomass crops",2037,36.0352551033422
"6: NBS with biomass crops",2038,33.6804532620678
"6: NBS with biomass crops",2039,31.0056995128211
"6: NBS with biomass crops",2040,29.5387389212816
"6: NBS with biomass crops",2041,28.1833976156474
"6: NBS with biomass crops",2042,26.3214860365505
"6: NBS with biomass crops",2043,24.5638290446345
"6: NBS with biomass crops",2044,22.5318552956604
"6: NBS with biomass crops",2045,20.4210244964408
"6: NBS with biomass crops",2046,18.9494729717693
"6: NBS with biomass crops",2047,16.0842919779612
"6: NBS with biomass crops",2048,14.2903180807878
"6: NBS with biomass crops",2049,12.2131720397783
"6: NBS with biomass crops",2050,9.74657576485408
"6: NBS with biomass crops",2051,8.32492314088556
"6: NBS with biomass crops",2052,7.02782904711786
"6: NBS with biomass crops",2053,5.66534626989772
"6: NBS with biomass crops",2054,4.15893848021016
"6: NBS with biomass crops",2055,2.73899995157467
"6: NBS with biomass crops",2056,2.90231170874639
"6: NBS with biomass crops",2057,1.08803397097546
"6: NBS with biomass crops",2058,0.398921582544486
"6: NBS with biomass crops",2059,-0.428619066084238
"6: NBS with biomass crops",2060,1.69415621888929
"6: NBS with biomass crops",2061,2.28370668158232
"6: NBS with biomass crops",2062,3.18109480984237
"6: NBS with biomass crops",2063,3.78109907295393
"6: NBS with biomass crops",2064,4.32226126600324
"6: NBS with biomass crops",2065,6.29712552848502
"6: NBS with biomass crops",2066,7.58931786561267
"6: NBS with biomass crops",2067,6.57562943325019
"6: NBS with biomass crops",2068,7.59641159256215
"6: NBS with biomass crops",2069,8.45624701748806
"6: NBS with biomass crops",2070,9.57562717205321
"6: NBS with biomass crops",2071,12.6635594893804
"6: NBS with biomass crops",2072,13.714704384168
"6: NBS with biomass crops",2073,14.9974253990526
"6: NBS with biomass crops",2074,16.0642451993309
"6: NBS with biomass crops",2075,17.5319274255496
"6: NBS with biomass crops",2076,20.8326630330705
"6: NBS with biomass crops",2077,20.7045415596799
"6: NBS with biomass crops",2078,22.1231990681449
"6: NBS with biomass crops",2079,23.3411371839401
"6: NBS with biomass crops",2080,26.7500894109989
"6: NBS with biomass crops",2081,32.1720822736582
"6: NBS with biomass crops",2082,33.5409885981495
"6: NBS with biomass crops",2083,35.6050630729746
"6: NBS with biomass crops",2084,37.3422575773161
"6: NBS with biomass crops",2085,39.1092359150803
"6: NBS with biomass crops",2086,39.0534612994655
"6: NBS with biomass crops",2087,40.0186941366102
"6: NBS with biomass crops",2088,40.9910698451097
"6: NBS with biomass crops",2089,41.9059188917271
"6: NBS with biomass crops",2090,42.8692175936737
"6: NBS with biomass crops",2091,43.3383869079068
"6: NBS with biomass crops",2092,43.7565339050031
"6: NBS with biomass crops",2093,44.753921601232
"6: NBS with biomass crops",2094,45.8261624659825
"6: NBS with biomass crops",2095,44.6391906227935
"6: NBS with biomass crops",2096,45.546074626521
"6: NBS with biomass crops",2097,45.4894666524878
"6: NBS with biomass crops",2098,45.284559980533
"6: NBS with biomass crops",2099,45.5697091972867
"6: NBS with biomass crops",2100,43.5953482153017
"7: NBS with organic farming",2015,59.4356711184398
"7: NBS with organic farming",2016,59.9314395057763
