"scenario","year","gwp_t"
"7: NBS with organic farming",2017,63.0869967037195
"7: NBS with organic farming",2018,63.4684028255559
"7: NBS with organic farming",2019,64.0827195971022
"7: NBS with organic farming",2020,65.2157423412377
"7: NBS with organic farming",2021,64.9721730015266
"7: NBS with organic farming",2022,63.1426433583673
"7: NBS with organic farming",2023,61.4281403122471
"7: NBS with organic farming",2024,59.5972583932552
"7: NBS with organic farming",2025,57.710412315132
"7: NBS with organic farming",2026,55.6155020494477
"7: NBS with organic farming",2027,53.4616703998551
"7: NBS with organic farming",2028,51.8529437767059
"7: NBS with organic farming",2029,50.05944880389
"7: NBS with organic farming",2030,48.3561847949599
"7: NBS with organic farming",2031,46.1988992525697
"7: NBS with organic farming",2032,44.4132372958697
"7: NBS with organic farming",2033,42.6419828888548
"7: NBS with organic farming",2034,40.6724608836198
"7: NBS with organic farming",2035,38.9148985529587
"7: NBS with organic farming",2036,36.970507361723
"7: NBS with organic farming",2037,33.8382370553297
"7: NBS with organic farming",2038,31.5977654641301
"7: NBS with organic farming",2039,29.0341636584182
"7: NBS with organic farming",2040,27.6756952183919
"7: NBS with organic farming",2041,26.4242683284255
"7: NBS with organic farming",2042,24.6635513634283
"7: NBS with organic farming",2043,23.004914518312
"7: NBS with organic farming",2044,21.0699550538192
"7: NBS with organic farming",2045,19.0556360051558
"7: NBS with organic farming",2046,17.6816240657627
"7: NBS with organic farming",2047,14.9109537052029
"7: NBS with organic farming",2048,13.2099150303679
"7: NBS with organic farming",2049,11.2242162303885
"7: NBS with organic farming",2050,8.81734779534031
"7: NBS with organic farming",2051,7.32908146283481
"7: NBS with organic farming",2052,5.97508195000672
"7: NBS with organic farming",2053,4.56270948699203
"7: NBS with organic farming",2054,3.01256279177003
"7: NBS with organic farming",2055,1.55427695490565
"7: NBS with organic farming",2056,1.68396904492735
"7: NBS with organic farming",2057,-0.159782710557008
"7: NBS with organic farming",2058,-0.874735335420754
"7: NBS with organic farming",2059,-1.72493043942077
"7: NBS with organic farming",2060,0.378336423803042
"7: NBS with organic farming",2061,0.950827134472422
"7: NBS with organic farming",2062,1.83294926988827
"7: NBS with organic farming",2063,2.41956964796895
"7: NBS with organic farming",2064,2.94899802322152
"7: NBS with organic farming",2065,4.9149289195834
"7: NBS with organic farming",2066,6.19945617287554
"7: NBS with organic farming",2067,5.17786075817407
"7: NBS with organic farming",2068,6.19171076812331
"7: NBS with organic farming",2069,7.04546869183233
"7: NBS with organic farming",2070,8.15781465654232
"7: NBS with organic farming",2071,11.2393696876122
"7: NBS with organic farming",2072,12.2864191809184
"7: NBS with organic farming",2073,13.5655497065932
"7: NBS with organic farming",2074,14.629221680505
"7: NBS with organic farming",2075,16.094143300415
"7: NBS with organic farming",2076,19.3924585431823
"7: NBS with organic farming",2077,19.2622158669644
"7: NBS with organic farming",2078,20.6790136906346
"7: NBS with organic farming",2079,21.8953213977338
"7: NBS with organic farming",2080,25.3031972451941
"7: NBS with organic farming",2081,30.724289955507
"7: NBS with organic farming",2082,32.0920976083649
"7: NBS with organic farming",2083,34.1552088641594
"7: NBS with organic farming",2084,35.8915589024452
"7: NBS with organic farming",2085,37.6591507036503
"7: NBS with organic farming",2086,37.6040808279355
"7: NBS with organic farming",2087,38.5687446108896
"7: NBS with organic farming",2088,39.5406214225312
"7: NBS with organic farming",2089,40.4550330800932
"7: NBS with organic farming",2090,41.4162423483824
"7: NBS with organic farming",2091,41.8833695053689
"7: NBS with organic farming",2092,42.3012217622881
"7: NBS with organic farming",2093,43.2983510561526
"7: NBS with organic farming",2094,44.3703653763495
"7: NBS with organic farming",2095,43.1831940508039
"7: NBS with organic farming",2096,44.0899030588721
"7: NBS with organic farming",2097,44.0331424249104
"7: NBS with organic farming",2098,43.8281019141054
"7: NBS with organic farming",2099,44.113133792681
"7: NBS with organic farming",2100,42.1390229587637
"8: NBS extra",2015,59.4356711184398
"8: NBS extra",2016,59.9314395057763
"8: NBS extra",2017,63.0869967037195
"8: NBS extra",2018,63.4684028255559
"8: NBS extra",2019,64.0827195971022
"8: NBS extra",2020,65.2357484584238
"8: NBS extra",2021,65.185595891733
"8: NBS extra",2022,63.5392962084788
"8: NBS extra",2023,61.9980240668904
"8: NBS extra",2024,60.3305608003001
"8: NBS extra",2025,58.6371350103683
"8: NBS extra",2026,56.7233376745127
"8: NBS extra",2027,54.7452289057879
"8: NBS extra",2028,53.3036677707256
"8: NBS extra",2029,51.6688439461521
"8: NBS extra",2030,50.116157630746
"8: NBS extra",2031,48.0883800617135
"8: NBS extra",2032,46.4594802129078
"8: NBS extra",2033,44.842530998595
"8: NBS extra",2034,43.0248508633556
"8: NBS extra",2035,41.4191296887433
"8: NBS extra",2036,39.350508210906
"8: NBS extra",2037,36.0947228265528
"8: NBS extra",2038,33.7314488655129
"8: NBS extra",2039,31.0457549407124
"8: NBS extra",2040,29.5649925242606
"8: NBS extra",2041,28.1827570145458
"8: NBS extra",2042,26.2917481230305
"8: NBS extra",2043,24.5033342915419
"8: NBS extra",2044,22.4391110654822
"8: NBS extra",2045,20.2960153529193
"8: NBS extra",2046,18.7955096673142
"8: NBS extra",2047,15.8989109003922
"8: NBS extra",2048,14.0725075957174
"8: NBS extra",2049,11.9620064126979
"8: NBS extra",2050,9.42803314147638
"8: NBS extra",2051,7.91951020337862
"8: NBS extra",2052,6.54519380318514
"8: NBS extra",2053,5.1124454928086
"8: NBS extra",2054,3.54186528235791
"8: NBS extra",2055,2.06308646388483
"8: NBS extra",2056,2.18049564816507
"8: NBS extra",2057,0.324464064128415
"8: NBS extra",2058,-0.40282259833706
"8: NBS extra",2059,-1.26540272651918
"8: NBS extra",2060,0.825426939697105
"8: NBS extra",2061,1.39857667987062
"8: NBS extra",2062,2.28119917336402
"8: NBS extra",2063,2.86827551429416
"8: NBS extra",2064,3.39811347644822
"8: NBS extra",2065,5.36025276242248
"8: NBS extra",2066,6.66065933808211
"8: NBS extra",2067,5.65473826481713
"8: NBS extra",2068,6.6842241541514
"8: NBS extra",2069,7.55357413645411
"8: NBS extra",2070,8.68144553483392
"8: NBS extra",2071,11.7943179103865
"8: NBS extra",2072,12.8729786691333
"8: NBS extra",2073,14.183673921043
"8: NBS extra",2074,15.2788704087267
"8: NBS extra",2075,16.7749846726588
"8: NBS extra",2076,20.1046522920942
"8: NBS extra",2077,20.0055913780259
"8: NBS extra",2078,21.4535423465462
"8: NBS extra",2079,22.7009735666487
"8: NBS extra",2080,26.1398374092511
"8: NBS extra",2081,31.5841788461756
"8: NBS extra",2082,32.975458247595
"8: NBS extra",2083,35.062006973823
"8: NBS extra",2084,36.8217756107317
"8: NBS extra",2085,38.6131345989265
"8: NBS extra",2086,38.5777581846758
"8: NBS extra",2087,39.5618518430667
"8: NBS extra",2088,40.553141648475
"8: NBS extra",2089,41.4869316870542
"8: NBS extra",2090,42.4675861193561
"8: NBS extra",2091,42.9492750395908
"8: NBS extra",2092,43.3816656683883
"8: NBS extra",2093,44.3933174014555
"8: NBS extra",2094,45.4797806224819
"8: NBS extra",2095,44.3070460851442
"8: NBS extra",2096,45.2240426878896
"8: NBS extra",2097,45.1775459755934
"8: NBS extra",2098,44.9827449292244
"8: NBS extra",2099,45.2780952697386
"8: NBS extra",2100,43.3141711353015
