"scenario","year","category","gwp_t"
"3: Balanced Pathway",2035,"Agriculture",34.5001065107605
"3: Balanced Pathway",2035,"Peatlands",15.932222908301
"3: Balanced Pathway",2035,"Woodlands (etc.)",-14.7535325943862
"3: Balanced Pathway",2036,"Agriculture",34.0646451941582
"3: Balanced Pathway",2036,"Peatlands",15.6173228205332
"3: Balanced Pathway",2036,"Woodlands (etc.)",-15.3466465316243
"3: Balanced Pathway",2037,"Agriculture",33.631542585167
"3: Balanced Pathway",2037,"Peatlands",15.3036032557898
"3: Balanced Pathway",2037,"Woodlands (etc.)",-17.1515793367293
"3: Balanced Pathway",2038,"Agriculture",33.2007989667848
"3: Balanced Pathway",2038,"Peatlands",14.9910642133511
"3: Balanced Pathway",2038,"Woodlands (etc.)",-18.0179377570902
"3: Balanced Pathway",2039,"Agriculture",32.7724156845636
"3: Balanced Pathway",2039,"Peatlands",14.6797056932172
"3: Balanced Pathway",2039,"Woodlands (etc.)",-19.2424120852007
"3: Balanced Pathway",2040,"Agriculture",32.3987420873369
"3: Balanced Pathway",2040,"Peatlands",14.3695276953881
"3: Balanced Pathway",2040,"Woodlands (etc.)",-19.1522535809888
"3: Balanced Pathway",2041,"Agriculture",32.0215138789269
"3: Balanced Pathway",2041,"Peatlands",14.0970743990296
"3: Balanced Pathway",2041,"Woodlands (etc.)",-19.4730034802837
"3: Balanced Pathway",2042,"Agriculture",31.6455051596039
"3: Balanced Pathway",2042,"Peatlands",13.8257964377778
"3: Balanced Pathway",2042,"Woodlands (etc.)",-20.3116109173863
"3: Balanced Pathway",2043,"Agriculture",31.270713197868
"3: Balanced Pathway",2043,"Peatlands",13.5556938116329
"3: Balanced Pathway",2043,"Woodlands (etc.)",-21.0405096100206
"3: Balanced Pathway",2044,"Agriculture",30.8971342837885
"3: Balanced Pathway",2044,"Peatlands",13.2867665205947
"3: Balanced Pathway",2044,"Woodlands (etc.)",-22.0743965166876
"3: Balanced Pathway",2045,"Agriculture",30.5247649819172
"3: Balanced Pathway",2045,"Peatlands",13.0190145646634
"3: Balanced Pathway",2045,"Woodlands (etc.)",-22.9987900627254
"3: Balanced Pathway",2046,"Agriculture",30.1633206342385
"3: Balanced Pathway",2046,"Peatlands",12.8763880986245
"3: Balanced Pathway",2046,"Woodlands (etc.)",-23.5638346065361
"3: Balanced Pathway",2047,"Agriculture",29.8032551026557
"3: Balanced Pathway",2047,"Peatlands",12.7349403198817
"3: Balanced Pathway",2047,"Woodlands (etc.)",-25.1191834942883
"3: Balanced Pathway",2048,"Agriculture",29.4445648764955
"3: Balanced Pathway",2048,"Peatlands",12.5946712284348
"3: Balanced Pathway",2048,"Woodlands (etc.)",-25.9412988043951
"3: Balanced Pathway",2049,"Agriculture",29.0872456968742
"3: Balanced Pathway",2049,"Peatlands",12.455580824284
"3: Balanced Pathway",2049,"Woodlands (etc.)",-27.0646280483981
"3: Balanced Pathway",2050,"Agriculture",28.8032585654979
"3: Balanced Pathway",2050,"Peatlands",12.3176691074291
"3: Balanced Pathway",2050,"Woodlands (etc.)",-28.0426180638741
"3: Balanced Pathway",2051,"Agriculture",28.8032585654979
"3: Balanced Pathway",2051,"Peatlands",12.3176691074291
"3: Balanced Pathway",2051,"Woodlands (etc.)",-28.7230486830336
"3: Balanced Pathway",2052,"Agriculture",28.8032585654979
"3: Balanced Pathway",2052,"Peatlands",12.3176691074291
"3: Balanced Pathway",2052,"Woodlands (etc.)",-27.0140158949927
"3: Balanced Pathway",2053,"Agriculture",28.8032585654979
"3: Balanced Pathway",2053,"Peatlands",12.3176691074291
"3: Balanced Pathway",2053,"Woodlands (etc.)",-27.821790362466
"3: Balanced Pathway",2054,"Agriculture",28.8032585654979
"3: Balanced Pathway",2054,"Peatlands",12.3176691074291
"3: Balanced Pathway",2054,"Woodlands (etc.)",-28.7174177774401
"3: Balanced Pathway",2055,"Agriculture",28.8032585654979
"3: Balanced Pathway",2055,"Peatlands",12.3176691074291
"3: Balanced Pathway",2055,"Woodlands (etc.)",-29.4602462168898
"3: Balanced Pathway",2056,"Agriculture",28.8032585654979
"3: Balanced Pathway",2056,"Peatlands",12.3176691074291
"3: Balanced Pathway",2056,"Woodlands (etc.)",-29.0665122316777
"3: Balanced Pathway",2057,"Agriculture",28.8032585654979
"3: Balanced Pathway",2057,"Peatlands",12.3176691074291
"3: Balanced Pathway",2057,"Woodlands (etc.)",-28.8501570693335
"3: Balanced Pathway",2058,"Agriculture",28.8032585654979
"3: Balanced Pathway",2058,"Peatlands",12.3176691074291
"3: Balanced Pathway",2058,"Woodlands (etc.)",-29.2106024573713
"3: Balanced Pathway",2059,"Agriculture",28.8032585654979
"3: Balanced Pathway",2059,"Peatlands",12.3176691074291
"3: Balanced Pathway",2059,"Woodlands (etc.)",-29.6760761558923
"3: Balanced Pathway",2060,"Agriculture",28.8032585654979
"3: Balanced Pathway",2060,"Peatlands",12.3176691074291
"3: Balanced Pathway",2060,"Woodlands (etc.)",-26.7926350234975
"3: Balanced Pathway",2061,"Agriculture",28.8032585654979
"3: Balanced Pathway",2061,"Peatlands",12.3176691074291
"3: Balanced Pathway",2061,"Woodlands (etc.)",-25.9017398165854
"3: Balanced Pathway",2062,"Agriculture",28.8032585654979
"3: Balanced Pathway",2062,"Peatlands",12.3176691074291
"3: Balanced Pathway",2062,"Woodlands (etc.)",-24.6361138418549
"3: Balanced Pathway",2063,"Agriculture",28.8032585654979
"3: Balanced Pathway",2063,"Peatlands",12.3176691074291
"3: Balanced Pathway",2063,"Woodlands (etc.)",-23.694488565192
"3: Balanced Pathway",2064,"Agriculture",28.8032585654979
"3: Balanced Pathway",2064,"Peatlands",12.3176691074291
"3: Balanced Pathway",2064,"Woodlands (etc.)",-22.8303593200967
"3: Balanced Pathway",2065,"Agriculture",28.8032585654979
"3: Balanced Pathway",2065,"Peatlands",12.3176691074291
"3: Balanced Pathway",2065,"Woodlands (etc.)",-21.1468592340334
"3: Balanced Pathway",2066,"Agriculture",28.8032585654979
"3: Balanced Pathway",2066,"Peatlands",12.3176691074291
"3: Balanced Pathway",2066,"Woodlands (etc.)",-20.0572854957434
"3: Balanced Pathway",2067,"Agriculture",28.8032585654979
"3: Balanced Pathway",2067,"Peatlands",12.3176691074291
"3: Balanced Pathway",2067,"Woodlands (etc.)",-21.4032499557777
"3: Balanced Pathway",2068,"Agriculture",28.8032585654979
"3: Balanced Pathway",2068,"Peatlands",12.3176691074291
"3: Balanced Pathway",2068,"Woodlands (etc.)",-20.5929758850789
"3: Balanced Pathway",2069,"Agriculture",28.8032585654979
"3: Balanced Pathway",2069,"Peatlands",12.3176691074291
"3: Balanced Pathway",2069,"Woodlands (etc.)",-19.9577059691577
"3: Balanced Pathway",2070,"Agriculture",28.8032585654979
"3: Balanced Pathway",2070,"Peatlands",12.3176691074291
"3: Balanced Pathway",2070,"Woodlands (etc.)",-19.1951738499313
"3: Balanced Pathway",2071,"Agriculture",28.8032585654979
"3: Balanced Pathway",2071,"Peatlands",12.3176691074291
"3: Balanced Pathway",2071,"Woodlands (etc.)",-16.8745520221154
"3: Balanced Pathway",2072,"Agriculture",28.8032585654979
"3: Balanced Pathway",2072,"Peatlands",12.3176691074291
"3: Balanced Pathway",2072,"Woodlands (etc.)",-16.2238198431584
"3: Balanced Pathway",2073,"Agriculture",28.8032585654979
"3: Balanced Pathway",2073,"Peatlands",12.3176691074291
"3: Balanced Pathway",2073,"Woodlands (etc.)",-15.3941213177999
"3: Balanced Pathway",2074,"Agriculture",28.8032585654979
"3: Balanced Pathway",2074,"Peatlands",12.3176691074291
"3: Balanced Pathway",2074,"Woodlands (etc.)",-14.7653341669451
"3: Balanced Pathway",2075,"Agriculture",28.8032585654979
"3: Balanced Pathway",2075,"Peatlands",12.3176691074291
"3: Balanced Pathway",2075,"Woodlands (etc.)",-13.8648989003599
"3: Balanced Pathway",2076,"Agriculture",28.8032585654979
"3: Balanced Pathway",2076,"Peatlands",12.3176691074291
"3: Balanced Pathway",2076,"Woodlands (etc.)",-12.1089506418033
"3: Balanced Pathway",2077,"Agriculture",28.8032585654979
"3: Balanced Pathway",2077,"Peatlands",12.3176691074291
"3: Balanced Pathway",2077,"Woodlands (etc.)",-18.0431446593416
"3: Balanced Pathway",2078,"Agriculture",28.8032585654979
"3: Balanced Pathway",2078,"Peatlands",12.3176691074291
"3: Balanced Pathway",2078,"Woodlands (etc.)",-17.5468288026882
"3: Balanced Pathway",2079,"Agriculture",28.8032585654979
"3: Balanced Pathway",2079,"Peatlands",12.3176691074291
"3: Balanced Pathway",2079,"Woodlands (etc.)",-17.3731555227689
"3: Balanced Pathway",2080,"Agriculture",28.8032585654979
"3: Balanced Pathway",2080,"Peatlands",12.3176691074291
"3: Balanced Pathway",2080,"Woodlands (etc.)",-14.7273005543855
"3: Balanced Pathway",2081,"Agriculture",28.8032585654979
"3: Balanced Pathway",2081,"Peatlands",12.3176691074291
"3: Balanced Pathway",2081,"Woodlands (etc.)",-9.50919434267956
"3: Balanced Pathway",2082,"Agriculture",28.8032585654979
"3: Balanced Pathway",2082,"Peatlands",12.3176691074291
"3: Balanced Pathway",2082,"Woodlands (etc.)",-8.88160220170257
"3: Balanced Pathway",2083,"Agriculture",28.8032585654979
"3: Balanced Pathway",2083,"Peatlands",12.3176691074291
"3: Balanced Pathway",2083,"Woodlands (etc.)",-7.56342735776072
"3: Balanced Pathway",2084,"Agriculture",28.8032585654979
"3: Balanced Pathway",2084,"Peatlands",12.3176691074291
"3: Balanced Pathway",2084,"Woodlands (etc.)",-6.46932303445869
"3: Balanced Pathway",2085,"Agriculture",28.8032585654979
"3: Balanced Pathway",2085,"Peatlands",12.3176691074291
"3: Balanced Pathway",2085,"Woodlands (etc.)",-5.2676166796412
"3: Balanced Pathway",2086,"Agriculture",28.8032585654979
"3: Balanced Pathway",2086,"Peatlands",12.3176691074291
"3: Balanced Pathway",2086,"Woodlands (etc.)",-2.43537196057562
"3: Balanced Pathway",2087,"Agriculture",28.8032585654979
"3: Balanced Pathway",2087,"Peatlands",12.3176691074291
"3: Balanced Pathway",2087,"Woodlands (etc.)",-1.72053784885005
"3: Balanced Pathway",2088,"Agriculture",28.8032585654979
"3: Balanced Pathway",2088,"Peatlands",12.3176691074291
"3: Balanced Pathway",2088,"Woodlands (etc.)",-0.760780967891587
"3: Balanced Pathway",2089,"Agriculture",28.8032585654979
"3: Balanced Pathway",2089,"Peatlands",12.3176691074291
"3: Balanced Pathway",2089,"Woodlands (etc.)",0.132770161414218
"3: Balanced Pathway",2090,"Agriculture",28.8032585654979
"3: Balanced Pathway",2090,"Peatlands",12.3176691074291
"3: Balanced Pathway",2090,"Woodlands (etc.)",1.10306997557108
"3: Balanced Pathway",2091,"Agriculture",28.8032585654979
"3: Balanced Pathway",2091,"Peatlands",12.3176691074291
"3: Balanced Pathway",2091,"Woodlands (etc.)",1.0565864784918
"3: Balanced Pathway",2092,"Agriculture",28.8032585654979
"3: Balanced Pathway",2092,"Peatlands",12.3176691074291
"3: Balanced Pathway",2092,"Woodlands (etc.)",1.71400983971108
"3: Balanced Pathway",2093,"Agriculture",28.8032585654979
"3: Balanced Pathway",2093,"Peatlands",12.3176691074291
"3: Balanced Pathway",2093,"Woodlands (etc.)",2.92727165525715
"3: Balanced Pathway",2094,"Agriculture",28.8032585654979
"3: Balanced Pathway",2094,"Peatlands",12.3176691074291
"3: Balanced Pathway",2094,"Woodlands (etc.)",4.06739269147626
"3: Balanced Pathway",2095,"Agriculture",28.8032585654979
"3: Balanced Pathway",2095,"Peatlands",12.3176691074291
"3: Balanced Pathway",2095,"Woodlands (etc.)",3.30744725372619
"3: Balanced Pathway",2096,"Agriculture",28.8032585654979
"3: Balanced Pathway",2096,"Peatlands",12.3176691074291
"3: Balanced Pathway",2096,"Woodlands (etc.)",3.70376084887119
"3: Balanced Pathway",2097,"Agriculture",28.8032585654979
"3: Balanced Pathway",2097,"Peatlands",12.3176691074291
"3: Balanced Pathway",2097,"Woodlands (etc.)",3.60243858738235
"3: Balanced Pathway",2098,"Agriculture",28.8032585654979
"3: Balanced Pathway",2098,"Peatlands",12.3176691074291
"3: Balanced Pathway",2098,"Woodlands (etc.)",3.43115958528781
"3: Balanced Pathway",2099,"Agriculture",28.8032585654979
"3: Balanced Pathway",2099,"Peatlands",12.3176691074291
"3: Balanced Pathway",2099,"Woodlands (etc.)",3.53554048984675
"3: Balanced Pathway",2100,"Agriculture",28.8032585654979
"3: Balanced Pathway",2100,"Peatlands",12.3176691074291
"3: Balanced Pathway",2100,"Woodlands (etc.)",1.20199460964864
"4: Widespread Engagement",2015,"Agriculture",43.7276629604311
"4: Widespread Engagement",2015,"Peatlands",21.6286128825099
"4: Widespread Engagement",2015,"Woodlands (etc.)",-22.3427885566549
"4: Widespread Engagement",2016,"Agriculture",43.6862615564379
"4: Widespread Engagement",2016,"Peatlands",21.6286128825099
"4: Widespread Engagement",2016,"Woodlands (etc.)",-21.7912755546402
"4: Widespread Engagement",2017,"Agriculture",43.6448233361863
"4: Widespread Engagement",2017,"Peatlands",21.6286128825099
"4: Widespread Engagement",2017,"Woodlands (etc.)",-18.5799369257605
"4: Widespread Engagement",2018,"Agriculture",43.6033170352174
"4: Widespread Engagement",2018,"Peatlands",21.6286128825099
"4: Widespread Engagement",2018,"Woodlands (etc.)",-18.1426812922702
"4: Widespread Engagement",2019,"Agriculture",43.5616962639779
"4: Widespread Engagement",2019,"Peatlands",21.6286128825099
"4: Widespread Engagement",2019,"Woodlands (etc.)",-17.4724005387993
"4: Widespread Engagement",2020,"Agriculture",43.5199302918355
"4: Widespread Engagement",2020,"Peatlands",21.6286128825099
"4: Widespread Engagement",2020,"Woodlands (etc.)",-16.604562009674
"4: Widespread Engagement",2021,"Agriculture",43.3575638559178
"4: Widespread Engagement",2021,"Peatlands",21.2426159801249
"4: Widespread Engagement",2021,"Woodlands (etc.)",-15.8777529691081
"4: Widespread Engagement",2022,"Agriculture",42.6753596355692
"4: Widespread Engagement",2022,"Peatlands",20.8577804643815
"4: Widespread Engagement",2022,"Woodlands (etc.)",-15.5795186590949
"4: Widespread Engagement",2023,"Agriculture",42.0005912981059
"4: Widespread Engagement",2023,"Peatlands",20.4741063352795
"4: Widespread Engagement",2023,"Woodlands (etc.)",-15.2501769794993
"4: Widespread Engagement",2024,"Agriculture",41.3332533364471
"4: Widespread Engagement",2024,"Peatlands",20.091593592819
"4: Widespread Engagement",2024,"Woodlands (etc.)",-15.0515595027758
"4: Widespread Engagement",2025,"Agriculture",40.4817428796943
"4: Widespread Engagement",2025,"Peatlands",19.710242237
"4: Widespread Engagement",2025,"Woodlands (etc.)",-14.7729186821222
"4: Widespread Engagement",2026,"Agriculture",39.561471394903
"4: Widespread Engagement",2026,"Peatlands",19.333141399573
"4: Widespread Engagement",2026,"Woodlands (etc.)",-14.6031731431817
"4: Widespread Engagement",2027,"Agriculture",38.948760858102
"4: Widespread Engagement",2027,"Peatlands",18.9572250183257
"4: Widespread Engagement",2027,"Woodlands (etc.)",-14.8821453274431
"4: Widespread Engagement",2028,"Agriculture",38.3420209552966
"4: Widespread Engagement",2028,"Peatlands",18.5824930932582
"4: Widespread Engagement",2028,"Woodlands (etc.)",-14.6143954470467
"4: Widespread Engagement",2029,"Agriculture",37.7412206237729
"4: Widespread Engagement",2029,"Peatlands",18.2089456243704
"4: Widespread Engagement",2029,"Woodlands (etc.)",-14.5441815392702
"4: Widespread Engagement",2030,"Agriculture",37.0848337949929
"4: Widespread Engagement",2030,"Peatlands",17.8365826116624
"4: Widespread Engagement",2030,"Woodlands (etc.)",-14.349694153212
"4: Widespread Engagement",2031,"Agriculture",36.3555414523377
"4: Widespread Engagement",2031,"Peatlands",17.4533576740334
"4: Widespread Engagement",2031,"Woodlands (etc.)",-14.5232839635931
"4: Widespread Engagement",2032,"Agriculture",35.7278314973139
"4: Widespread Engagement",2032,"Peatlands",17.0713092348828
"4: Widespread Engagement",2032,"Woodlands (etc.)",-14.5046000318624
"4: Widespread Engagement",2033,"Agriculture",35.107468607269
"4: Widespread Engagement",2033,"Peatlands",16.6904372942105
"4: Widespread Engagement",2033,"Woodlands (etc.)",-14.4743918957814
"4: Widespread Engagement",2034,"Agriculture",34.4943994978413
"4: Widespread Engagement",2034,"Peatlands",16.3107418520165
"4: Widespread Engagement",2034,"Woodlands (etc.)",-14.6542151662776
"4: Widespread Engagement",2035,"Agriculture",34.0602657798118
"4: Widespread Engagement",2035,"Peatlands",15.932222908301
"4: Widespread Engagement",2035,"Woodlands (etc.)",-14.8957890252507
"4: Widespread Engagement",2036,"Agriculture",33.6080671431347
"4: Widespread Engagement",2036,"Peatlands",15.6173228205332
"4: Widespread Engagement",2036,"Woodlands (etc.)",-15.4799744659669
"4: Widespread Engagement",2037,"Agriculture",33.1582868324548
"4: Widespread Engagement",2037,"Peatlands",15.3036032557898
"4: Widespread Engagement",2037,"Woodlands (etc.)",-17.2741426336141
"4: Widespread Engagement",2038,"Agriculture",32.7109248298267
"4: Widespread Engagement",2038,"Peatlands",14.9910642133511
"4: Widespread Engagement",2038,"Woodlands (etc.)",-18.1280248349199
"4: Widespread Engagement",2039,"Agriculture",32.2659821797559
"4: Widespread Engagement",2039,"Peatlands",14.6797056932172
"4: Widespread Engagement",2039,"Woodlands (etc.)",-19.3384234829511
"4: Widespread Engagement",2040,"Agriculture",31.8749370876777
"4: Widespread Engagement",2040,"Peatlands",14.3695276953881
"4: Widespread Engagement",2040,"Woodlands (etc.)",-19.232279999276
"4: Widespread Engagement",2041,"Agriculture",31.4737861415084
"4: Widespread Engagement",2041,"Peatlands",14.0970743990296
"4: Widespread Engagement",2041,"Woodlands (etc.)",-19.6669536971854
"4: Widespread Engagement",2042,"Agriculture",31.0740378859795
"4: Widespread Engagement",2042,"Peatlands",13.8257964377778
"4: Widespread Engagement",2042,"Woodlands (etc.)",-20.6184356629682
"4: Widespread Engagement",2043,"Agriculture",30.6756895899381
"4: Widespread Engagement",2043,"Peatlands",13.5556938116329
"4: Widespread Engagement",2043,"Woodlands (etc.)",-21.4588247575648
"4: Widespread Engagement",2044,"Agriculture",30.2787375438961
"4: Widespread Engagement",2044,"Peatlands",13.2867665205947
"4: Widespread Engagement",2044,"Woodlands (etc.)",-22.6028867614354
"4: Widespread Engagement",2045,"Agriculture",29.8831783128089
"4: Widespread Engagement",2045,"Peatlands",13.0190145646634
"4: Widespread Engagement",2045,"Woodlands (etc.)",-23.7165478831829
"4: Widespread Engagement",2046,"Agriculture",29.4980232340345
"4: Widespread Engagement",2046,"Peatlands",12.8763880986245
"4: Widespread Engagement",2046,"Woodlands (etc.)",-24.4174705566526
"4: Widespread Engagement",2047,"Agriculture",29.114389021323
"4: Widespread Engagement",2047,"Peatlands",12.7349403198817
"4: Widespread Engagement",2047,"Woodlands (etc.)",-26.5792508456385
"4: Widespread Engagement",2048,"Agriculture",28.7322721644833
"4: Widespread Engagement",2048,"Peatlands",12.5946712284348
"4: Widespread Engagement",2048,"Woodlands (etc.)",-27.5930299764166
"4: Widespread Engagement",2049,"Agriculture",28.3516684051819
"4: Widespread Engagement",2049,"Peatlands",12.455580824284
"4: Widespread Engagement",2049,"Woodlands (etc.)",-28.9219899186675
"4: Widespread Engagement",2050,"Agriculture",28.0547093986656
"4: Widespread Engagement",2050,"Peatlands",12.3176691074291
"4: Widespread Engagement",2050,"Woodlands (etc.)",-30.270910513425
"4: Widespread Engagement",2051,"Agriculture",28.0547093986656
"4: Widespread Engagement",2051,"Peatlands",12.3176691074291
"4: Widespread Engagement",2051,"Woodlands (etc.)",-31.0637166238468
"4: Widespread Engagement",2052,"Agriculture",28.0547093986656
"4: Widespread Engagement",2052,"Peatlands",12.3176691074291
"4: Widespread Engagement",2052,"Woodlands (etc.)",-32.2069448120327
"4: Widespread Engagement",2053,"Agriculture",28.0547093986656
"4: Widespread Engagement",2053,"Peatlands",12.3176691074291
"4: Widespread Engagement",2053,"Woodlands (etc.)",-33.3408773813728
"4: Widespread Engagement",2054,"Agriculture",28.0547093986656
"4: Widespread Engagement",2054,"Peatlands",12.3176691074291
"4: Widespread Engagement",2054,"Woodlands (etc.)",-34.6551775537315
"4: Widespread Engagement",2055,"Agriculture",28.0547093986656
"4: Widespread Engagement",2055,"Peatlands",12.3176691074291
"4: Widespread Engagement",2055,"Woodlands (etc.)",-35.7941176812463
"4: Widespread Engagement",2056,"Agriculture",28.0547093986656
"4: Widespread Engagement",2056,"Peatlands",12.3176691074291
"4: Widespread Engagement",2056,"Woodlands (etc.)",-35.5149598028161
"4: Widespread Engagement",2057,"Agriculture",28.0547093986656
"4: Widespread Engagement",2057,"Peatlands",12.3176691074291
"4: Widespread Engagement",2057,"Woodlands (etc.)",-37.3924452172145
"4: Widespread Engagement",2058,"Agriculture",28.0547093986656
"4: Widespread Engagement",2058,"Peatlands",12.3176691074291
"4: Widespread Engagement",2058,"Woodlands (etc.)",-37.9861025044853
"4: Widespread Engagement",2059,"Agriculture",28.0547093986656
"4: Widespread Engagement",2059,"Peatlands",12.3176691074291
"4: Widespread Engagement",2059,"Woodlands (etc.)",-38.7441618151185
"4: Widespread Engagement",2060,"Agriculture",28.0547093986656
"4: Widespread Engagement",2060,"Peatlands",12.3176691074291
"4: Widespread Engagement",2060,"Woodlands (etc.)",-36.1334297647265
"4: Widespread Engagement",2061,"Agriculture",28.0547093986656
"4: Widespread Engagement",2061,"Peatlands",12.3176691074291
"4: Widespread Engagement",2061,"Woodlands (etc.)",-35.5780558525084
"4: Widespread Engagement",2062,"Agriculture",28.0547093986656
"4: Widespread Engagement",2062,"Peatlands",12.3176691074291
"4: Widespread Engagement",2062,"Woodlands (etc.)",-34.6695004843902
"4: Widespread Engagement",2063,"Agriculture",28.0547093986656
"4: Widespread Engagement",2063,"Peatlands",12.3176691074291
"4: Widespread Engagement",2063,"Woodlands (etc.)",-34.0724536954796
"4: Widespread Engagement",2064,"Agriculture",28.0547093986656
"4: Widespread Engagement",2064,"Peatlands",12.3176691074291
"4: Widespread Engagement",2064,"Woodlands (etc.)",-33.5434139570435
"4: Widespread Engagement",2065,"Agriculture",28.0547093986656
"4: Widespread Engagement",2065,"Peatlands",12.3176691074291
"4: Widespread Engagement",2065,"Woodlands (etc.)",-31.5046952875945
"4: Widespread Engagement",2066,"Agriculture",28.0547093986656
"4: Widespread Engagement",2066,"Peatlands",12.3176691074291
"4: Widespread Engagement",2066,"Woodlands (etc.)",-30.2622550784375
"4: Widespread Engagement",2067,"Agriculture",28.0547093986656
"4: Widespread Engagement",2067,"Peatlands",12.3176691074291
"4: Widespread Engagement",2067,"Woodlands (etc.)",-31.4611872326953
"4: Widespread Engagement",2068,"Agriculture",28.0547093986656
"4: Widespread Engagement",2068,"Peatlands",12.3176691074291
"4: Widespread Engagement",2068,"Woodlands (etc.)",-30.5020755380957
"4: Widespread Engagement",2069,"Agriculture",28.0547093986656
"4: Widespread Engagement",2069,"Peatlands",12.3176691074291
"4: Widespread Engagement",2069,"Woodlands (etc.)",-29.715665930646
"4: Widespread Engagement",2070,"Agriculture",28.0547093986656
"4: Widespread Engagement",2070,"Peatlands",12.3176691074291
"4: Widespread Engagement",2070,"Woodlands (etc.)",-28.7375371239667
"4: Widespread Engagement",2071,"Agriculture",28.0547093986656
"4: Widespread Engagement",2071,"Peatlands",12.3176691074291
"4: Widespread Engagement",2071,"Woodlands (etc.)",-26.1480960871469
"4: Widespread Engagement",2072,"Agriculture",28.0547093986656
"4: Widespread Engagement",2072,"Peatlands",12.3176691074291
"4: Widespread Engagement",2072,"Woodlands (etc.)",-25.2109756970943
"4: Widespread Engagement",2073,"Agriculture",28.0547093986656
"4: Widespread Engagement",2073,"Peatlands",12.3176691074291
"4: Widespread Engagement",2073,"Woodlands (etc.)",-24.0978745662915
"4: Widespread Engagement",2074,"Agriculture",28.0547093986656
"4: Widespread Engagement",2074,"Peatlands",12.3176691074291
"4: Widespread Engagement",2074,"Woodlands (etc.)",-23.1847221700787
"4: Widespread Engagement",2075,"Agriculture",28.0547093986656
"4: Widespread Engagement",2075,"Peatlands",12.3176691074291
"4: Widespread Engagement",2075,"Woodlands (etc.)",-21.9266826028212
"4: Widespread Engagement",2076,"Agriculture",28.0547093986656
"4: Widespread Engagement",2076,"Peatlands",12.3176691074291
"4: Widespread Engagement",2076,"Woodlands (etc.)",-19.2559642606774
"4: Widespread Engagement",2077,"Agriculture",28.0547093986656
"4: Widespread Engagement",2077,"Peatlands",12.3176691074291
"4: Widespread Engagement",2077,"Woodlands (etc.)",-19.7888356272212
"4: Widespread Engagement",2078,"Agriculture",28.0547093986656
"4: Widespread Engagement",2078,"Peatlands",12.3176691074291
"4: Widespread Engagement",2078,"Woodlands (etc.)",-18.6091712042624
"4: Widespread Engagement",2079,"Agriculture",28.0547093986656
"4: Widespread Engagement",2079,"Peatlands",12.3176691074291
"4: Widespread Engagement",2079,"Woodlands (etc.)",-17.6044717943948
"4: Widespread Engagement",2080,"Agriculture",28.0547093986656
"4: Widespread Engagement",2080,"Peatlands",12.3176691074291
"4: Widespread Engagement",2080,"Woodlands (etc.)",-14.1750022452187
"4: Widespread Engagement",2081,"Agriculture",28.0547093986656
"4: Widespread Engagement",2081,"Peatlands",12.3176691074291
"4: Widespread Engagement",2081,"Woodlands (etc.)",-9.90073177980366
"4: Widespread Engagement",2082,"Agriculture",28.0547093986656
"4: Widespread Engagement",2082,"Peatlands",12.3176691074291
"4: Widespread Engagement",2082,"Woodlands (etc.)",-8.77988043365375
"4: Widespread Engagement",2083,"Agriculture",28.0547093986656
"4: Widespread Engagement",2083,"Peatlands",12.3176691074291
"4: Widespread Engagement",2083,"Woodlands (etc.)",-7.01544790013747
"4: Widespread Engagement",2084,"Agriculture",28.0547093986656
"4: Widespread Engagement",2084,"Peatlands",12.3176691074291
"4: Widespread Engagement",2084,"Woodlands (etc.)",-5.49180497036567
"4: Widespread Engagement",2085,"Agriculture",28.0547093986656
"4: Widespread Engagement",2085,"Peatlands",12.3176691074291
"4: Widespread Engagement",2085,"Woodlands (etc.)",-3.99551054356372
"4: Widespread Engagement",2086,"Agriculture",28.0547093986656
"4: Widespread Engagement",2086,"Peatlands",12.3176691074291
"4: Widespread Engagement",2086,"Woodlands (etc.)",-3.99162833882946
"4: Widespread Engagement",2087,"Agriculture",28.0547093986656
"4: Widespread Engagement",2087,"Peatlands",12.3176691074291
"4: Widespread Engagement",2087,"Woodlands (etc.)",-3.19069363147668
"4: Widespread Engagement",2088,"Agriculture",28.0547093986656
"4: Widespread Engagement",2088,"Peatlands",12.3176691074291
"4: Widespread Engagement",2088,"Woodlands (etc.)",-2.32597559269556
"4: Widespread Engagement",2089,"Agriculture",28.0547093986656
"4: Widespread Engagement",2089,"Peatlands",12.3176691074291
"4: Widespread Engagement",2089,"Woodlands (etc.)",-1.46486058446426
"4: Widespread Engagement",2090,"Agriculture",28.0547093986656
"4: Widespread Engagement",2090,"Peatlands",12.3176691074291
"4: Widespread Engagement",2090,"Woodlands (etc.)",-0.624476808556923
"4: Widespread Engagement",2091,"Agriculture",28.0547093986656
"4: Widespread Engagement",2091,"Peatlands",12.3176691074291
"4: Widespread Engagement",2091,"Woodlands (etc.)",0.0940223449396387
"4: Widespread Engagement",2092,"Agriculture",28.0547093986656
"4: Widespread Engagement",2092,"Peatlands",12.3176691074291
"4: Widespread Engagement",2092,"Woodlands (etc.)",0.509887572998046
"4: Widespread Engagement",2093,"Agriculture",28.0547093986656
"4: Widespread Engagement",2093,"Peatlands",12.3176691074291
"4: Widespread Engagement",2093,"Woodlands (etc.)",1.6171026481828
"4: Widespread Engagement",2094,"Agriculture",28.0547093986656
"4: Widespread Engagement",2094,"Peatlands",12.3176691074291
"4: Widespread Engagement",2094,"Woodlands (etc.)",2.73143413889191
