"scenario","year","category","gwp_t"
"1: On Farm Measures (Organic)",2077,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2077,"Woodlands (etc.)",-3.63822510704223
"1: On Farm Measures (Organic)",2078,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2078,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2078,"Woodlands (etc.)",-3.49737913123533
"1: On Farm Measures (Organic)",2079,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2079,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2079,"Woodlands (etc.)",-3.43646310786029
"1: On Farm Measures (Organic)",2080,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2080,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2080,"Woodlands (etc.)",-1.124539639871
"1: On Farm Measures (Organic)",2081,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2081,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2081,"Woodlands (etc.)",-0.584443838710592
"1: On Farm Measures (Organic)",2082,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2082,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2082,"Woodlands (etc.)",-0.438559253248247
"1: On Farm Measures (Organic)",2083,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2083,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2083,"Woodlands (etc.)",0.0991112038185639
"1: On Farm Measures (Organic)",2084,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2084,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2084,"Woodlands (etc.)",0.615759642974117
"1: On Farm Measures (Organic)",2085,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2085,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2085,"Woodlands (etc.)",0.982297537902617
"1: On Farm Measures (Organic)",2086,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2086,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2086,"Woodlands (etc.)",0.597516850792555
"1: On Farm Measures (Organic)",2087,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2087,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2087,"Woodlands (etc.)",0.582275168609773
"1: On Farm Measures (Organic)",2088,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2088,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2088,"Woodlands (etc.)",0.721234351680867
"1: On Farm Measures (Organic)",2089,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2089,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2089,"Woodlands (etc.)",1.04089047605851
"1: On Farm Measures (Organic)",2090,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2090,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2090,"Woodlands (etc.)",1.13897894416764
"1: On Farm Measures (Organic)",2091,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2091,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2091,"Woodlands (etc.)",1.25694898976871
"1: On Farm Measures (Organic)",2092,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2092,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2092,"Woodlands (etc.)",1.38669399742297
"1: On Farm Measures (Organic)",2093,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2093,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2093,"Woodlands (etc.)",2.25469925093364
"1: On Farm Measures (Organic)",2094,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2094,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2094,"Woodlands (etc.)",3.14554909472622
"1: On Farm Measures (Organic)",2095,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2095,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2095,"Woodlands (etc.)",1.52937507484557
"1: On Farm Measures (Organic)",2096,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2096,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2096,"Woodlands (etc.)",1.19879522361794
"1: On Farm Measures (Organic)",2097,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2097,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2097,"Woodlands (etc.)",1.01425541393815
"1: On Farm Measures (Organic)",2098,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2098,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2098,"Woodlands (etc.)",0.819287745525509
"1: On Farm Measures (Organic)",2099,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2099,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2099,"Woodlands (etc.)",0.796352276128134
"1: On Farm Measures (Organic)",2100,"Agriculture",31.5785268731574
"1: On Farm Measures (Organic)",2100,"Peatlands",15.7389163912774
"1: On Farm Measures (Organic)",2100,"Woodlands (etc.)",-1.69613175945883
"2: On Farm Measures (Balanced)",2015,"Agriculture",43.7276629604311
"2: On Farm Measures (Balanced)",2015,"Peatlands",21.6286128825099
"2: On Farm Measures (Balanced)",2015,"Woodlands (etc.)",-22.3427885566549
"2: On Farm Measures (Balanced)",2016,"Agriculture",43.6862615564379
"2: On Farm Measures (Balanced)",2016,"Peatlands",21.6286128825099
"2: On Farm Measures (Balanced)",2016,"Woodlands (etc.)",-21.7912755546402
"2: On Farm Measures (Balanced)",2017,"Agriculture",43.6448233361863
"2: On Farm Measures (Balanced)",2017,"Peatlands",21.6286128825099
"2: On Farm Measures (Balanced)",2017,"Woodlands (etc.)",-18.5799369257605
"2: On Farm Measures (Balanced)",2018,"Agriculture",43.6033170352174
"2: On Farm Measures (Balanced)",2018,"Peatlands",21.6286128825099
"2: On Farm Measures (Balanced)",2018,"Woodlands (etc.)",-18.1426812922702
"2: On Farm Measures (Balanced)",2019,"Agriculture",43.5616962639779
"2: On Farm Measures (Balanced)",2019,"Peatlands",21.6286128825099
"2: On Farm Measures (Balanced)",2019,"Woodlands (etc.)",-17.4724005387993
"2: On Farm Measures (Balanced)",2020,"Agriculture",43.5199302918355
"2: On Farm Measures (Balanced)",2020,"Peatlands",21.6286128825099
"2: On Farm Measures (Balanced)",2020,"Woodlands (etc.)",-16.6027963597932
"2: On Farm Measures (Balanced)",2021,"Agriculture",43.42941873447
"2: On Farm Measures (Balanced)",2021,"Peatlands",21.3900078351918
"2: On Farm Measures (Balanced)",2021,"Woodlands (etc.)",-15.7839928795556
"2: On Farm Measures (Balanced)",2022,"Agriculture",42.8564003361647
"2: On Farm Measures (Balanced)",2022,"Peatlands",21.151653752309
"2: On Farm Measures (Balanced)",2022,"Woodlands (etc.)",-15.3952053006295
"2: On Farm Measures (Balanced)",2023,"Agriculture",42.2884289813162
"2: On Farm Measures (Balanced)",2023,"Peatlands",20.9135506338615
"2: On Farm Measures (Balanced)",2023,"Woodlands (etc.)",-14.9770740831684
"2: On Farm Measures (Balanced)",2024,"Agriculture",41.7255228599631
"2: On Farm Measures (Balanced)",2024,"Peatlands",20.6756984798494
"2: On Farm Measures (Balanced)",2024,"Woodlands (etc.)",-14.6913497751581
"2: On Farm Measures (Balanced)",2025,"Agriculture",40.9739383806268
"2: On Farm Measures (Balanced)",2025,"Peatlands",20.4380972902726
"2: On Farm Measures (Balanced)",2025,"Woodlands (etc.)",-14.3469802518401
"2: On Farm Measures (Balanced)",2026,"Agriculture",40.1804107008547
"2: On Farm Measures (Balanced)",2026,"Peatlands",20.2104312916627
"2: On Farm Measures (Balanced)",2026,"Woodlands (etc.)",-14.0019260953304
"2: On Farm Measures (Balanced)",2027,"Agriculture",39.6769267318374
"2: On Farm Measures (Balanced)",2027,"Peatlands",19.9830161444064
"2: On Farm Measures (Balanced)",2027,"Woodlands (etc.)",-14.1054249027418
"2: On Farm Measures (Balanced)",2028,"Agriculture",39.17687038893
"2: On Farm Measures (Balanced)",2028,"Peatlands",19.7558518485037
"2: On Farm Measures (Balanced)",2028,"Woodlands (etc.)",-13.6651735422942
"2: On Farm Measures (Balanced)",2029,"Agriculture",38.6802213560936
"2: On Farm Measures (Balanced)",2029,"Peatlands",19.5289384039545
"2: On Farm Measures (Balanced)",2029,"Woodlands (etc.)",-13.4252857626114
"2: On Farm Measures (Balanced)",2030,"Agriculture",38.1235732432559
"2: On Farm Measures (Balanced)",2030,"Peatlands",19.3022758107588
"2: On Farm Measures (Balanced)",2030,"Woodlands (etc.)",-13.0768102353906
"2: On Farm Measures (Balanced)",2031,"Agriculture",37.5374131353951
"2: On Farm Measures (Balanced)",2031,"Peatlands",19.0615915292711
"2: On Farm Measures (Balanced)",2031,"Woodlands (etc.)",-12.8811540285803
"2: On Farm Measures (Balanced)",2032,"Agriculture",37.044674348043
"2: On Farm Measures (Balanced)",2032,"Peatlands",18.8211537146482
"2: On Farm Measures (Balanced)",2032,"Woodlands (etc.)",-12.4958402037198
"2: On Farm Measures (Balanced)",2033,"Agriculture",36.5564407169678
"2: On Farm Measures (Balanced)",2033,"Peatlands",18.5809623668901
"2: On Farm Measures (Balanced)",2033,"Woodlands (etc.)",-12.103524564429
"2: On Farm Measures (Balanced)",2034,"Agriculture",36.0726880852625
"2: On Farm Measures (Balanced)",2034,"Peatlands",18.3410174859968
"2: On Farm Measures (Balanced)",2034,"Woodlands (etc.)",-11.9255190994431
"2: On Farm Measures (Balanced)",2035,"Agriculture",35.7759460849984
"2: On Farm Measures (Balanced)",2035,"Peatlands",18.1013190719682
"2: On Farm Measures (Balanced)",2035,"Woodlands (etc.)",-11.8133350522661
"2: On Farm Measures (Balanced)",2036,"Agriculture",35.483200940775
"2: On Farm Measures (Balanced)",2036,"Peatlands",17.9350386670233
"2: On Farm Measures (Balanced)",2036,"Woodlands (etc.)",-11.7507650765831
"2: On Farm Measures (Balanced)",2037,"Agriculture",35.1919323809357
"2: On Farm Measures (Balanced)",2037,"Peatlands",17.7690151897268
"2: On Farm Measures (Balanced)",2037,"Woodlands (etc.)",-12.9023228750446
"2: On Farm Measures (Balanced)",2038,"Agriculture",34.9021427241168
"2: On Farm Measures (Balanced)",2038,"Peatlands",17.6032486393591
"2: On Farm Measures (Balanced)",2038,"Woodlands (etc.)",-13.1175667678813
"2: On Farm Measures (Balanced)",2039,"Agriculture",34.6138353514471
"2: On Farm Measures (Balanced)",2039,"Peatlands",17.4377390159202
"2: On Farm Measures (Balanced)",2039,"Woodlands (etc.)",-13.6931381026314
"2: On Farm Measures (Balanced)",2040,"Agriculture",34.3837596657096
"2: On Farm Measures (Balanced)",2040,"Peatlands",17.2724863194101
"2: On Farm Measures (Balanced)",2040,"Woodlands (etc.)",-12.8391374359618
"2: On Farm Measures (Balanced)",2041,"Agriculture",34.1548167550632
"2: On Farm Measures (Balanced)",2041,"Peatlands",17.1026699598908
"2: On Farm Measures (Balanced)",2041,"Woodlands (etc.)",-12.4942366419386
"2: On Farm Measures (Balanced)",2042,"Agriculture",33.9268032113148
"2: On Farm Measures (Balanced)",2042,"Peatlands",16.9331040919194
"2: On Farm Measures (Balanced)",2042,"Woodlands (etc.)",-12.6274193017377
"2: On Farm Measures (Balanced)",2043,"Agriculture",33.6997163028796
"2: On Farm Measures (Balanced)",2043,"Peatlands",16.763788715496
"2: On Farm Measures (Balanced)",2043,"Woodlands (etc.)",-12.652943491819
"2: On Farm Measures (Balanced)",2044,"Agriculture",33.4735523197979
"2: On Farm Measures (Balanced)",2044,"Peatlands",16.5947238306204
"2: On Farm Measures (Balanced)",2044,"Woodlands (etc.)",-12.9854620055213
"2: On Farm Measures (Balanced)",2045,"Agriculture",33.2483078266113
"2: On Farm Measures (Balanced)",2045,"Peatlands",16.4259094372927
"2: On Farm Measures (Balanced)",2045,"Woodlands (etc.)",-13.0255344959378
"2: On Farm Measures (Balanced)",2046,"Agriculture",33.024598406125
"2: On Farm Measures (Balanced)",2046,"Peatlands",16.2880062877402
"2: On Farm Measures (Balanced)",2046,"Woodlands (etc.)",-12.8923096220997
"2: On Farm Measures (Balanced)",2047,"Agriculture",32.8018092921095
"2: On Farm Measures (Balanced)",2047,"Peatlands",16.1503554082036
"2: On Farm Measures (Balanced)",2047,"Woodlands (etc.)",-13.6775918683176
"2: On Farm Measures (Balanced)",2048,"Agriculture",32.579936973877
"2: On Farm Measures (Balanced)",2048,"Peatlands",16.0129567986827
"2: On Farm Measures (Balanced)",2048,"Woodlands (etc.)",-13.7328617582394
"2: On Farm Measures (Balanced)",2049,"Agriculture",32.3589771925875
"2: On Farm Measures (Balanced)",2049,"Peatlands",15.8758104591776
"2: On Farm Measures (Balanced)",2049,"Woodlands (etc.)",-14.0912026660473
"2: On Farm Measures (Balanced)",2050,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2050,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2050,"Woodlands (etc.)",-14.1348949113262
"2: On Farm Measures (Balanced)",2051,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2051,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2051,"Woodlands (etc.)",-14.1787059134474
"2: On Farm Measures (Balanced)",2052,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2052,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2052,"Woodlands (etc.)",-11.7702676612757
"2: On Farm Measures (Balanced)",2053,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2053,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2053,"Woodlands (etc.)",-11.8748542132973
"2: On Farm Measures (Balanced)",2054,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2054,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2054,"Woodlands (etc.)",-12.0663284786335
"2: On Farm Measures (Balanced)",2055,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2055,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2055,"Woodlands (etc.)",-11.9249599296597
"2: On Farm Measures (Balanced)",2056,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2056,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2056,"Woodlands (etc.)",-11.0464612631288
"2: On Farm Measures (Balanced)",2057,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2057,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2057,"Woodlands (etc.)",-10.2730806913595
"2: On Farm Measures (Balanced)",2058,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2058,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2058,"Woodlands (etc.)",-10.0772364712695
"2: On Farm Measures (Balanced)",2059,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2059,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2059,"Woodlands (etc.)",-9.9853948399301
"2: On Farm Measures (Balanced)",2060,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2060,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2060,"Woodlands (etc.)",-6.3841599723824
"2: On Farm Measures (Balanced)",2061,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2061,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2061,"Woodlands (etc.)",-5.68214561770882
"2: On Farm Measures (Balanced)",2062,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2062,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2062,"Woodlands (etc.)",-4.53495417875705
"2: On Farm Measures (Balanced)",2063,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2063,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2063,"Woodlands (etc.)",-3.71108562263305
"2: On Farm Measures (Balanced)",2064,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2064,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2064,"Woodlands (etc.)",-2.96385208643281
"2: On Farm Measures (Balanced)",2065,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2065,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2065,"Woodlands (etc.)",-1.20235750893259
"2: On Farm Measures (Balanced)",2066,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2066,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2066,"Woodlands (etc.)",-0.676524590226679
"2: On Farm Measures (Balanced)",2067,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2067,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2067,"Woodlands (etc.)",-2.51339219714428
"2: On Farm Measures (Balanced)",2068,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2068,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2068,"Woodlands (etc.)",-2.19209941946006
"2: On Farm Measures (Balanced)",2069,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2069,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2069,"Woodlands (etc.)",-2.04508851207832
"2: On Farm Measures (Balanced)",2070,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2070,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2070,"Woodlands (etc.)",-1.90170754538431
"2: On Farm Measures (Balanced)",2071,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2071,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2071,"Woodlands (etc.)",-1.32504788751604
"2: On Farm Measures (Balanced)",2072,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2072,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2072,"Woodlands (etc.)",-1.1555655493913
"2: On Farm Measures (Balanced)",2073,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2073,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2073,"Woodlands (etc.)",-0.915079423650937
"2: On Farm Measures (Balanced)",2074,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2074,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2074,"Woodlands (etc.)",-0.837457287480535
"2: On Farm Measures (Balanced)",2075,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2075,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2075,"Woodlands (etc.)",-0.678209835573761
"2: On Farm Measures (Balanced)",2076,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2076,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2076,"Woodlands (etc.)",-0.257093998289207
"2: On Farm Measures (Balanced)",2077,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2077,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2077,"Woodlands (etc.)",-6.79728931962894
"2: On Farm Measures (Balanced)",2078,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2078,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2078,"Woodlands (etc.)",-6.969626936339
"2: On Farm Measures (Balanced)",2079,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2079,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2079,"Woodlands (etc.)",-7.40458290498345
"2: On Farm Measures (Balanced)",2080,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2080,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2080,"Woodlands (etc.)",-5.48321841851156
"2: On Farm Measures (Balanced)",2081,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2081,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2081,"Woodlands (etc.)",-2.6213902391625
"2: On Farm Measures (Balanced)",2082,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2082,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2082,"Woodlands (etc.)",-2.65611192543598
"2: On Farm Measures (Balanced)",2083,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2083,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2083,"Woodlands (etc.)",-2.17044586121427
"2: On Farm Measures (Balanced)",2084,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2084,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2084,"Woodlands (etc.)",-1.75068730820257
"2: On Farm Measures (Balanced)",2085,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2085,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2085,"Woodlands (etc.)",-1.33003498408217
"2: On Farm Measures (Balanced)",2086,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2086,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2086,"Woodlands (etc.)",0.308203133820648
"2: On Farm Measures (Balanced)",2087,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2087,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2087,"Woodlands (etc.)",0.466538897341945
"2: On Farm Measures (Balanced)",2088,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2088,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2088,"Woodlands (etc.)",0.846349306593937
"2: On Farm Measures (Balanced)",2089,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2089,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2089,"Woodlands (etc.)",1.28724263292584
"2: On Farm Measures (Balanced)",2090,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2090,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2090,"Woodlands (etc.)",1.69115076986467
"2: On Farm Measures (Balanced)",2091,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2091,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2091,"Woodlands (etc.)",2.11341073860162
"2: On Farm Measures (Balanced)",2092,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2092,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2092,"Woodlands (etc.)",2.53297025027268
"2: On Farm Measures (Balanced)",2093,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2093,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2093,"Woodlands (etc.)",3.67128160587128
"2: On Farm Measures (Balanced)",2094,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2094,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2094,"Woodlands (etc.)",4.68620028738283
"2: On Farm Measures (Balanced)",2095,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2095,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2095,"Woodlands (etc.)",3.67453200104274
"2: On Farm Measures (Balanced)",2096,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2096,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2096,"Woodlands (etc.)",3.36673622785127
"2: On Farm Measures (Balanced)",2097,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2097,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2097,"Woodlands (etc.)",3.21841790446691
"2: On Farm Measures (Balanced)",2098,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2098,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2098,"Woodlands (etc.)",3.05131435027815
"2: On Farm Measures (Balanced)",2099,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2099,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2099,"Woodlands (etc.)",3.02562394385444
"2: On Farm Measures (Balanced)",2100,"Agriculture",32.2144907481764
"2: On Farm Measures (Balanced)",2100,"Peatlands",15.7389163912774
"2: On Farm Measures (Balanced)",2100,"Woodlands (etc.)",0.591232406031041
"3: Balanced Pathway",2015,"Agriculture",43.7276629604311
"3: Balanced Pathway",2015,"Peatlands",21.6286128825099
"3: Balanced Pathway",2015,"Woodlands (etc.)",-22.3427885566549
"3: Balanced Pathway",2016,"Agriculture",43.6862615564379
"3: Balanced Pathway",2016,"Peatlands",21.6286128825099
"3: Balanced Pathway",2016,"Woodlands (etc.)",-21.7912755546402
"3: Balanced Pathway",2017,"Agriculture",43.6448233361863
"3: Balanced Pathway",2017,"Peatlands",21.6286128825099
"3: Balanced Pathway",2017,"Woodlands (etc.)",-18.5799369257605
"3: Balanced Pathway",2018,"Agriculture",43.6033170352174
"3: Balanced Pathway",2018,"Peatlands",21.6286128825099
"3: Balanced Pathway",2018,"Woodlands (etc.)",-18.1426812922702
"3: Balanced Pathway",2019,"Agriculture",43.5616962639779
"3: Balanced Pathway",2019,"Peatlands",21.6286128825099
"3: Balanced Pathway",2019,"Woodlands (etc.)",-17.4724005387993
"3: Balanced Pathway",2020,"Agriculture",43.5199302918355
"3: Balanced Pathway",2020,"Peatlands",21.6286128825099
"3: Balanced Pathway",2020,"Woodlands (etc.)",-16.6028174068698
"3: Balanced Pathway",2021,"Agriculture",43.3587172430604
"3: Balanced Pathway",2021,"Peatlands",21.2426159801249
"3: Balanced Pathway",2021,"Woodlands (etc.)",-15.8719060012629
"3: Balanced Pathway",2022,"Agriculture",42.7166089192327
"3: Balanced Pathway",2022,"Peatlands",20.8577804643815
"3: Balanced Pathway",2022,"Woodlands (etc.)",-15.5697206444612
"3: Balanced Pathway",2023,"Agriculture",42.0811427491988
"3: Balanced Pathway",2023,"Peatlands",20.4741063352795
"3: Balanced Pathway",2023,"Woodlands (etc.)",-15.2369297486109
"3: Balanced Pathway",2024,"Agriculture",41.4523205437775
"3: Balanced Pathway",2024,"Peatlands",20.091593592819
"3: Balanced Pathway",2024,"Woodlands (etc.)",-15.035311456081
"3: Balanced Pathway",2025,"Agriculture",40.6385229419198
"3: Balanced Pathway",2025,"Peatlands",19.710242237
"3: Balanced Pathway",2025,"Woodlands (etc.)",-14.7737954763887
"3: Balanced Pathway",2026,"Agriculture",39.7546846664439
"3: Balanced Pathway",2026,"Peatlands",19.333141399573
"3: Balanced Pathway",2026,"Woodlands (etc.)",-14.5870617145293
"3: Balanced Pathway",2027,"Agriculture",39.1601874160692
"3: Balanced Pathway",2027,"Peatlands",18.9572250183257
"3: Balanced Pathway",2027,"Woodlands (etc.)",-14.8473794107672
"3: Balanced Pathway",2028,"Agriculture",38.5711061383727
"3: Balanced Pathway",2028,"Peatlands",18.5824930932582
"3: Balanced Pathway",2028,"Woodlands (etc.)",-14.5624785105443
"3: Balanced Pathway",2029,"Agriculture",37.9874142463956
"3: Balanced Pathway",2029,"Peatlands",18.2089456243704
"3: Balanced Pathway",2029,"Woodlands (etc.)",-14.4765045757644
"3: Balanced Pathway",2030,"Agriculture",37.3474434769102
"3: Balanced Pathway",2030,"Peatlands",17.8365826116624
"3: Balanced Pathway",2030,"Woodlands (etc.)",-14.2805783200413
"3: Balanced Pathway",2031,"Agriculture",36.6607817829911
"3: Balanced Pathway",2031,"Peatlands",17.4533576740334
"3: Balanced Pathway",2031,"Woodlands (etc.)",-14.4353401408657
"3: Balanced Pathway",2032,"Agriculture",36.0672991426974
"3: Balanced Pathway",2032,"Peatlands",17.0713092348828
"3: Balanced Pathway",2032,"Woodlands (etc.)",-14.3988461982625
"3: Balanced Pathway",2033,"Agriculture",35.4804338579818
"3: Balanced Pathway",2033,"Peatlands",16.6904372942105
"3: Balanced Pathway",2033,"Woodlands (etc.)",-14.3537874502892
"3: Balanced Pathway",2034,"Agriculture",34.9001414930864
"3: Balanced Pathway",2034,"Peatlands",16.3107418520165
"3: Balanced Pathway",2034,"Woodlands (etc.)",-14.5215098921492
